year,journal,doi,arxiv number,primary arxiv category,total number of authors,total number of ORCIDs linked to the authors,total number of affiliations,total number of ROR linked with the affiliations,"total number of related materials, type dataset","total number of related materials, type software"
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)139,2405.18466,hep-ph,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)135,2404.18147,gr-qc,2,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)141,2409.08620,hep-ph,4,0,7,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)149,2405.03877,hep-th,3,0,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)151,2405.02072,hep-th,5,0,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)158,2409.06667,hep-th,3,0,6,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)154,2407.09470,gr-qc,2,0,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13629-1,,,9,0,10,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13627-3,,,2,0,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13576-x,2312.03179,hep-ex,9,0,13,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13462-6,,,2,0,4,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13473-3,,,3,0,3,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13456-4,2408.02452,hep-ph,2,0,3,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13467-1,,,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)150,2407.13601,gr-qc,4,0,6,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)149,2406.09970,hep-ph,4,0,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)148,2403.05208,hep-th,2,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)145,2311.15681,hep-ph,2,0,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)162,2408.06991,hep-th,2,0,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)158,2407.01473,hep-ph,4,0,6,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13466-2,,,3,0,3,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13411-3,,,3,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)160,2408.09653,hep-th,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)168,2405.12269,hep-th,2,0,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13487-x,,,4,0,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)170,2407.09421,hep-ph,3,0,3,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13484-0,2404.17088,hep-ph,4,0,4,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13464-4,,,4,0,5,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13387-0,,,4,0,4,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13439-5,,,3,0,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)195,2408.12302,hep-th,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)189,2404.03252,hep-th,4,0,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)188,2407.02565,hep-th,3,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)185,2408.03197,hep-th,4,0,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)178,2404.12066,hep-th,2,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)171,2407.02250,hep-th,3,0,3,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13468-0,,,5,0,6,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13502-1,,,16,0,18,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13631-7,,,3,0,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)170,2309.00680,hep-th,1,0,1,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)084,2406.06685,hep-th,2,0,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13482-2,,,5,0,7,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)205,2407.01002,hep-ph,1,0,1,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)218,2404.18715,gr-qc,3,0,9,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)229,2308.14821,hep-ph,7,0,8,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13493-z,,,6,0,6,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)213,2310.16710,hep-ph,2,0,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13476-0,2407.01580v1,hep-th,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)226,2408.04001,hep-th,4,0,7,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)236,2408.13186,hep-ph,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)232,2405.19446,hep-th,4,0,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)239,2408.04623,hep-ph,2,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)238,2404.14481,hep-th,3,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)212,2407.16751,hep-ph,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)251,2408.04741,hep-th,3,0,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)235,2408.00059,hep-th,3,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)245,2303.06816,hep-th,4,0,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)253,2405.14931,hep-th,1,0,1,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)250,2407.04028,hep-th,4,0,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)244,2408.16834,hep-th,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)006,2407.13574,hep-th,4,0,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)002,2402.15562,hep-th,1,0,1,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13541-8,,,4,0,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)019,2407.05865,hep-th,4,0,4,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13649-x,,,4,0,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)001,2404.14472,hep-th,2,0,4,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13395-0,2309.09798,hep-th,1,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)007,2407.03411,hep-ph,3,0,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)027,2407.20816,hep-th,4,0,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)035,2405.07463,hep-ph,2,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)026,2407.13293,hep-th,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)022,2404.14998,hep-th,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)044,2401.09524,quant-ph,3,0,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)050,2407.12104,hep-ph,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)049,2407.21100,hep-ph,4,0,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)009,2408.07069,astro-ph.CO,3,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)058,2407.17270,hep-ph,5,0,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)056,2408.10070,hep-th,3,0,3,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13647-z,,,5,0,5,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13655-z,2410.19658,hep-th,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)070,2409.07370,hep-th,3,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)066,2406.03670,hep-th,1,0,1,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)083,2408.13488,hep-th,1,0,1,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)091,2406.07614,hep-th,3,0,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)088,2409.04700,math-ph,1,0,1,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)082,2407.16156,hep-th,1,0,1,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)090,2404.15183,hep-th,3,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)094,2407.04316,hep-th,3,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)096,2407.15630,hep-th,1,0,1,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)099,2405.00847,hep-th,2,0,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13414-0,2404.06204,hep-ex,2931,2851,3242,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13603-x,,,1,0,1,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)189,2410.24103,hep-ph,3,3,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)215,2410.19088,hep-th,8,8,8,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)220,2408.03252,hep-ph,3,3,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)219,2410.05379,hep-ph,3,3,6,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)227,2409.16841,hep-th,3,3,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)153,2407.18049,hep-th,4,4,7,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)216,2410.05380,hep-ph,6,6,9,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)197,2404.19014,hep-ph,8,7,11,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)213,2406.09086,hep-th,2,2,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)230,2409.17989,hep-th,3,3,3,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13645-1,,,3,3,3,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13674-w,,,1,0,1,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13394-1,,,1079,0,1131,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13656-y,2409.09750,gr-qc,3,3,8,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13618-4,2401.13746,gr-qc,3,3,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)212,2410.04679,hep-th,2,2,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)211,2407.02701,hep-ph,4,2,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)183,2406.06670,hep-ph,3,3,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)206,2410.06500,hep-ex,670,0,962,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)218,2407.06268,hep-th,4,4,8,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)217,2410.18781,hep-th,6,6,11,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)224,2410.23545,hep-th,3,3,9,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)214,2409.15408,hep-ph,5,5,6,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)225,2410.12904,hep-ph,3,3,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)229,2407.19550,hep-ph,1,1,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)141,2405.05212,hep-ph,8,8,10,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)191,2410.14771,hep-ph,2,2,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)194,2409.07521,hep-th,2,2,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)208,2408.06594,hep-th,3,3,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)199,2410.09050,hep-th,2,2,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)204,2409.18802,hep-th,3,3,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)190,2403.03252,hep-ph,4,4,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)221,2409.08146,hep-ph,5,5,7,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)195,2406.08541,hep-th,3,3,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)193,2409.08317,hep-th,2,2,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)207,2409.12898,hep-th,1,1,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)223,2404.16028,hep-th,2,2,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)196,2401.09411,astro-ph.CO,4,4,6,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)173,2301.12922,hep-ex,582,0,817,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)059,2407.06277,hep-ph,2,2,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)076,2406.14600,hep-th,2,2,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)080,2406.17013,hep-ph,2,2,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)066,2407.06252,hep-ph,3,3,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)070,2406.04186,hep-th,4,4,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)085,2409.08131,hep-th,1,0,1,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)082,2307.13745,hep-th,4,4,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)079,2406.03784,hep-th,1,1,1,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)086,2409.01332,hep-th,3,3,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)087,2408.01403,hep-th,3,3,6,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)084,2402.04306,hep-ph,4,4,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)083,2312.17132,hep-th,3,3,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)075,2410.00220,hep-ph,2,2,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)077,2408.14535,hep-th,4,4,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)069,2406.00094,hep-ph,4,4,9,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)068,2407.13556,hep-th,3,3,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)063,2409.15419,hep-th,3,3,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)072,2409.03830,hep-ph,2,2,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)064,2404.10056,hep-ph,4,4,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)074,2403.05819,hep-ph,2,2,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)088,2205.02722,hep-th,2,2,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)090,2402.14164,hep-th,1,1,1,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)062,2408.16646,hep-ex,1120,0,1257,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)081,2407.07978,gr-qc,3,3,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)065,2405.20371,hep-ph,4,4,9,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)071,2406.01675,hep-ph,5,5,11,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)099,2406.14614,hep-ph,4,4,6,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)095,2407.19742,hep-th,3,3,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)092,2407.20326,hep-th,3,3,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)098,2409.06776,hep-ph,4,4,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)094,2410.17074,hep-th,2,2,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)108,2404.11694,hep-th,3,2,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)106,2410.03336,hep-ph,2,2,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)100,2401.06128,hep-th,2,2,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)018,2403.10634,hep-th,4,4,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)028,2304.05650,gr-qc,2,2,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)027,2405.17540,hep-ph,5,4,7,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)024,2408.13198,hep-th,2,2,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)022,2405.20566,hep-lat,4,4,7,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)016,2406.17599,hep-ph,5,5,7,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)031,2407.21496,hep-ph,5,4,11,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)042,2401.06700,nlin.PS,5,5,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)032,2404.12476,hep-ph,5,5,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)047,2405.00776,hep-th,1,1,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13301-8,,,12,1,14,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13364-7,,,3,0,5,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13380-7,,,3,1,3,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13410-4,2408.08755v1,hep-th,2,0,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13393-2,2405.12014,physics.ins-det,22,1,27,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13336-x,2405.06990v2,hep-ph,14,1,15,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13369-2,,,4,1,5,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13424-y,,,5,0,9,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13374-5,2312.12272,hep-ex,7,7,10,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13420-2,,,5,0,8,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13367-4,2407.14060,hep-th,2,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)054,2406.14926,hep-th,3,1,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)078,2205.09146,hep-th,2,2,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)074,2402.01606,hep-th,2,2,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)066,2403.02301,hep-th,3,3,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)071,2406.19330,hep-th,4,4,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)049,2407.11971,hep-th,6,4,6,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13352-x,,,81,0,110,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)092,2402.01847,hep-th,3,2,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)075,2311.13631,hep-th,2,2,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)085,2404.05589,hep-th,1,1,1,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)090,2404.19240,math-ph,4,1,11,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)072,2403.01040,hep-th,5,5,5,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13437-7,,,2,0,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13620-w,,,2,1,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13658-w,,,4,4,7,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13665-x,2406.17040,hep-ph,3,3,3,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13306-3,2406.07514,physics.ins-det,182,0,186,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)097,2406.15860,hep-th,3,0,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)099,2404.06185,hep-th,1,1,1,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13671-z,2410.01701,hep-ph,5,5,13,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13673-x,,,1,1,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13690-w,,,6,1,12,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13683-9,,,3,3,3,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13657-x,2309.11802,hep-ph,4,4,6,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13614-8,2403.07756,hep-ph,3,3,5,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13622-8,2406.00353,hep-ph,4,1,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)061,2404.08462,hep-ex,2364,0,2585,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)103,2211.05795,hep-th,5,4,10,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13423-z,,,188,1,192,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13435-9,,,4,1,7,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13706-5,2405.16162,hep-ph,4,1,5,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13688-4,,,3,3,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)104,2405.20926,hep-ex,2914,0,3104,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13211-9,2312.05175v2,hep-ph,12,1,14,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13368-3,2407.05397v3,hep-ph,1,0,1,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13712-7,,,2,1,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13711-8,2406.09036,gr-qc,3,3,7,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)089,2303.05521,hep-th,1,1,1,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)091,2409.02178,hep-ph,4,4,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)093,2407.01249,hep-ex,1,1,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)096,2408.14813,hep-th,5,5,7,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)104,2409.02180,hep-th,2,2,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)102,2410.00115,hep-ph,3,3,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)107,2408.08479,hep-th,2,2,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)103,2408.03989,hep-ph,3,2,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)097,2408.11190,hep-ph,2,2,4,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13070-4,2403.02133v1,hep-ex,2902,0,3189,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)014,2406.13965,cond-mat.quant-gas,3,3,8,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)009,2406.17468,hep-ph,3,1,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)015,2407.08660,hep-ph,2,1,4,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13678-6,,,2,1,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13646-0,,,3,1,3,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13663-z,2409.06841v1,astro-ph.HE,3,3,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)004,2408.07383,hep-ph,5,5,10,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)021,2407.16758,hep-th,6,3,6,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)026,2403.07528,hep-ph,4,4,7,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)040,2406.08538,hep-th,4,4,9,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)030,2407.14392,hep-th,3,3,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)043,2404.04805,hep-th,2,0,4,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13282-8,,,58,0,75,0,0,0
